uid,years_experience,expected_salary_k,age,weekly_hours,num_applications,gender,job_level,industry,user_active_loc,user_edu,political_affiliation,expected_title,user_skills,education_ordinal,job_level_ordinal,ground_truth_jd_id,user_profile_text
REC_04078,5.0,35.0,31.0,37.1,7.0,Male,Senior,Education Technology,Hangzhou,,Non-affiliated,Student Success Analyst,"Cloud Computing, Python, Survey Design, LTI Standards, Usability Testing, Java/C#, Training, System Architecture",,3,JD_0976,"Skills: Cloud Computing, Python, Survey Design, LTI Standards, Usability Testing, Java/C#, Training, System Architecture. Education: . Level: Senior. Expected Title: Student Success Analyst. Industry: Education Technology"
REC_01322,8.0,45.0,,51.4,3.0,Female,Manager,Manufacturing,Xi'an,Ph.D.,Non-affiliated,Quality Control Spec,"Quality Assurance, Excel, Spectroscopy, Python, Six Sigma Black Belt, Chemistry",3.0,5,JD_1278,"Skills: Quality Assurance, Excel, Spectroscopy, Python, Six Sigma Black Belt, Chemistry. Education: Ph.D.. Level: Manager. Expected Title: Quality Control Spec. Industry: Manufacturing"
REC_01832,2.0,15.0,,36.9,10.0,Female,Junior,FinTech,Guangzhou,Master's,CPC Candidate,Blockchain Developer,"Credit Risk Modeling, Basel III, Solidity, Algorithmic Trading, XGBoost, Ethereum, SQL",2.0,1,JD_1118,"Skills: Credit Risk Modeling, Basel III, Solidity, Algorithmic Trading, XGBoost, Ethereum, SQL. Education: Master's. Level: Junior. Expected Title: Blockchain Developer. Industry: FinTech"
REC_02179,15.0,40.0,41.0,44.2,10.0,Male,Director,Manufacturing,Hangzhou,Bachelor's,CPC Candidate,Quality Control Spec,"Production Planning, Industrial Networks, Digital Twin, Manufacturing Execution Systems (MES), Spectroscopy, Lean Manufacturing, ERP/MRP Systems",1.0,6,JD_1493,"Skills: Production Planning, Industrial Networks, Digital Twin, Manufacturing Execution Systems (MES), Spectroscopy, Lean Manufacturing, ERP/MRP Systems. Education: Bachelor's. Level: Director. Expected Title: Quality Control Spec. Industry: Manufacturing"
REC_01418,0.0,10.0,26.0,43.3,6.0,Male,Intern,Logistics,Wuhan,Ph.D.,Non-affiliated,Supply Chain Security,"Negotiation, SQL, EDI, Urban Logistics, WMS (Manhattan/Blue Yonder), Statistical Modeling",3.0,0,JD_0901,"Skills: Negotiation, SQL, EDI, Urban Logistics, WMS (Manhattan/Blue Yonder), Statistical Modeling. Education: Ph.D.. Level: Intern. Expected Title: Supply Chain Security. Industry: Logistics"
REC_01783,3.0,14.0,27.0,47.9,10.0,Male,Junior,Education Technology,,Bachelor's,Non-affiliated,Instructional Designer,"Data Analysis, Text Mining, Algorithm Design, NLP, Qualitative Research, Data Visualization, Scheduling Algorithms",1.0,1,JD_1098,"Skills: Data Analysis, Text Mining, Algorithm Design, NLP, Qualitative Research, Data Visualization, Scheduling Algorithms. Education: Bachelor's. Level: Junior. Expected Title: Instructional Designer. Industry: Education Technology"
REC_04716,3.0,22.0,27.0,48.7,9.0,Male,Mid-level,Telecom,Tianjin,Bachelor's,Non-affiliated,Spectrum Head of,"MATLAB, 5G Architecture, Telecom Standards, Wireshark, DSP",1.0,2,JD_0525,"Skills: MATLAB, 5G Architecture, Telecom Standards, Wireshark, DSP. Education: Bachelor's. Level: Mid-level. Expected Title: Spectrum Head of. Industry: Telecom"
REC_04702,8.0,28.0,34.0,39.6,4.0,Male,Lead,Education Technology,Tianjin,Bachelor's,Non-affiliated,Online Tutor Coordinator,"Psychometrics, Scheduling Algorithms, Pedagogy, Python, Experimental Design, SQL, R, Predictive Modeling",1.0,4,JD_0067,"Skills: Psychometrics, Scheduling Algorithms, Pedagogy, Python, Experimental Design, SQL, R, Predictive Modeling. Education: Bachelor's. Level: Lead. Expected Title: Online Tutor Coordinator. Industry: Education Technology"
REC_04119,12.0,44.0,36.0,49.8,9.0,Male,Director,Energy,Xi'an,Master's,Democratic Party Member,HSE Compliance Lead,"Power Systems Engineering, Power System Dynamics, Python, Energy Yield Modeling, Risk Management, Environmental Comp",2.0,6,JD_1506,"Skills: Power Systems Engineering, Power System Dynamics, Python, Energy Yield Modeling, Risk Management, Environmental Comp. Education: Master's. Level: Director. Expected Title: HSE Compliance Lead. Industry: Energy"
REC_01653,3.0,,32.0,44.2,10.0,Male,Junior,Energy,Wuhan,Ph.D.,,Sustainability Consultant,"Sustainability Strategy, SCADA, Risk Assessment (HAZOP), Data Analysis, SQL, Decline Curve Analysis",3.0,1,JD_0051,"Skills: Sustainability Strategy, SCADA, Risk Assessment (HAZOP), Data Analysis, SQL, Decline Curve Analysis. Education: Ph.D.. Level: Junior. Expected Title: Sustainability Consultant. Industry: Energy"
REC_01484,3.0,10.0,27.0,43.8,5.0,Female,Junior,Logistics,Beijing,High School,,Warehouse Sys Analyst,"Freight Forwarding, IoT Platforms, Logistics Coordination, Operations Research, Negotiation, Customs Regulations, Excel, EDI",0.0,1,JD_1881,"Skills: Freight Forwarding, IoT Platforms, Logistics Coordination, Operations Research, Negotiation, Customs Regulations, Excel, EDI. Education: High School. Level: Junior. Expected Title: Warehouse Sys Analyst. Industry: Logistics"
REC_02276,7.0,27.0,33.0,36.9,5.0,Male,Mid-level,Education Technology,Hangzhou,Bachelor's,CPC Candidate,Data Curriculum Scientist,"Data Visualization, Wireframing, Survey Design, Database Design, API Development, LTI Standards",1.0,2,JD_1123,"Skills: Data Visualization, Wireframing, Survey Design, Database Design, API Development, LTI Standards. Education: Bachelor's. Level: Mid-level. Expected Title: Data Curriculum Scientist. Industry: Education Technology"
REC_00878,3.0,10.0,27.0,36.8,,Male,Junior,Education Technology,Shanghai,Master's,Non-affiliated,Adaptive Learning Dev,"Java/C#, Instructional Design, User Research, Roadmapping, Training, Qualitative Research",2.0,1,JD_1809,"Skills: Java/C#, Instructional Design, User Research, Roadmapping, Training, Qualitative Research. Education: Master's. Level: Junior. Expected Title: Adaptive Learning Dev. Industry: Education Technology"
REC_03526,,5.0,26.0,,14.0,Female,Intern,Real Estate,Guangzhou,Bachelor's,Non-affiliated,Product PropTech Mgr,"Data Visualization, Valuation, Financial Analysis, Real Estate Economics, BIM Coordination, Property Management Software, Cartography, PropTech Market",1.0,0,JD_1872,"Skills: Data Visualization, Valuation, Financial Analysis, Real Estate Economics, BIM Coordination, Property Management Software, Cartography, PropTech Market. Education: Bachelor's. Level: Intern. Expected Title: Product PropTech Mgr. Industry: Real Estate"
REC_02017,14.0,44.0,40.0,,6.0,Male,Lead,E-Commerce,Shanghai,Bachelor's,Non-affiliated,LTV Analyst,"A/B Testing, SQL, Cohort Analysis, Elasticsearch, Excel, Google Ads, Growth Marketing",1.0,4,JD_1287,"Skills: A/B Testing, SQL, Cohort Analysis, Elasticsearch, Excel, Google Ads, Growth Marketing. Education: Bachelor's. Level: Lead. Expected Title: LTV Analyst. Industry: E-Commerce"
REC_00427,1.0,10.0,28.0,37.3,5.0,Male,Junior,Media,Nanjing,Master's,Non-affiliated,Streaming Video Eng,"PyTorch, Social Media Analytics, Content Strategy, Agile/Scrum, System Architecture, Tableau, AR/VR Tech",2.0,1,JD_0252,"Skills: PyTorch, Social Media Analytics, Content Strategy, Agile/Scrum, System Architecture, Tableau, AR/VR Tech. Education: Master's. Level: Junior. Expected Title: Streaming Video Eng. Industry: Media"
REC_00627,6.0,19.0,31.0,,6.0,Male,Mid-level,E-Commerce,Xi'an,Master's,CPC Member,Warehouse Automation Dev,"Figma, UX Research, C++, Vector Databases, Recommendation Systems, Learning to Rank, Optimizely",2.0,2,JD_0885,"Skills: Figma, UX Research, C++, Vector Databases, Recommendation Systems, Learning to Rank, Optimizely. Education: Master's. Level: Mid-level. Expected Title: Warehouse Automation Dev. Industry: E-Commerce"
REC_01590,8.0,,35.0,47.3,13.0,Male,Senior,Manufacturing,Guangzhou,Bachelor's,Non-affiliated,SC Risk Manager,"Financial Analysis, Computer Vision, SCADA, Edge Computing, IoT, Risk Management",1.0,3,JD_0209,"Skills: Financial Analysis, Computer Vision, SCADA, Edge Computing, IoT, Risk Management. Education: Bachelor's. Level: Senior. Expected Title: SC Risk Manager. Industry: Manufacturing"
REC_02224,3.0,10.0,27.0,44.8,5.0,Male,Junior,Telecom,Chongqing,Bachelor's,CPC Member,VoIP Admin,"SIP/VoIP, RF Engineering, GIS (ArcGIS/QGIS), System Design, MATLAB, Excel",1.0,1,JD_0518,"Skills: SIP/VoIP, RF Engineering, GIS (ArcGIS/QGIS), System Design, MATLAB, Excel. Education: Bachelor's. Level: Junior. Expected Title: VoIP Admin. Industry: Telecom"
REC_02218,3.0,15.0,27.0,,15.0,Female,Mid-level,Media,Changsha,Ph.D.,Non-affiliated,Broadcast Engineer,"Copywriting, Pipeline Development, Social Media Analytics, Project Management, FFmpeg, Troubleshooting, Broadcast Engineering",3.0,2,JD_1627,"Skills: Copywriting, Pipeline Development, Social Media Analytics, Project Management, FFmpeg, Troubleshooting, Broadcast Engineering. Education: Ph.D.. Level: Mid-level. Expected Title: Broadcast Engineer. Industry: Media"
REC_04484,9.0,47.0,36.0,42.6,9.0,Male,Lead,Telecom,Nanjing,Bachelor's,Non-affiliated,Signal Processing Eng,"API Development, AutoCAD, SBC Config, GIS (ArcGIS/QGIS), Java, Safety Compliance",1.0,4,JD_0197,"Skills: API Development, AutoCAD, SBC Config, GIS (ArcGIS/QGIS), Java, Safety Compliance. Education: Bachelor's. Level: Lead. Expected Title: Signal Processing Eng. Industry: Telecom"
REC_01486,2.0,10.0,30.0,53.2,10.0,Male,Junior,Media,Chengdu,Master's,,Digital Rights Head of,"Audio Programming, SQL, Agile/Scrum, Broadcast Engineering, Video Codecs (H.264/H.265), Marketing",2.0,1,JD_0252,"Skills: Audio Programming, SQL, Agile/Scrum, Broadcast Engineering, Video Codecs (H.264/H.265), Marketing. Education: Master's. Level: Junior. Expected Title: Digital Rights Head of. Industry: Media"
REC_01740,3.0,,31.0,47.7,10.0,Female,Junior,Gaming,Tianjin,High School,Non-affiliated,Graphics Engine Dev,"UI/UX Design, 3D Math, Agile, Scripting (Lua/Python), SQL",0.0,1,JD_1578,"Skills: UI/UX Design, 3D Math, Agile, Scripting (Lua/Python), SQL. Education: High School. Level: Junior. Expected Title: Graphics Engine Dev. Industry: Gaming"
REC_02481,7.0,35.0,31.0,42.4,8.0,Male,Senior,FinTech,Beijing,Master's,Non-affiliated,Officer Compliance,"Web3.js, XGBoost, Market Microstructure, Algorithmic Trading, Valuation, Corporate Finance, R",2.0,3,JD_1509,"Skills: Web3.js, XGBoost, Market Microstructure, Algorithmic Trading, Valuation, Corporate Finance, R. Education: Master's. Level: Senior. Expected Title: Officer Compliance. Industry: FinTech"
REC_02585,16.0,50.0,39.0,51.3,5.0,Male,Director,Healthcare,Nanjing,Master's,Non-affiliated,Bioinformatics Scientist,"Database Admin, JavaScript, PyTorch, Clinical Trial Design, Medical Imaging (DICOM)",2.0,6,JD_0828,"Skills: Database Admin, JavaScript, PyTorch, Clinical Trial Design, Medical Imaging (DICOM). Education: Master's. Level: Director. Expected Title: Bioinformatics Scientist. Industry: Healthcare"
REC_02894,7.0,30.0,29.0,48.1,10.0,Female,Senior,Telecom,Shanghai,Bachelor's,Democratic Party Member,Telco Operations Lead,"Regulatory Compliance, SIP/VoIP, Telecom Fundamentals, Atoll / Mentum Planet, System Design",1.0,3,JD_1357,"Skills: Regulatory Compliance, SIP/VoIP, Telecom Fundamentals, Atoll / Mentum Planet, System Design. Education: Bachelor's. Level: Senior. Expected Title: Telco Operations Lead. Industry: Telecom"
REC_00150,8.0,40.0,33.0,39.6,9.0,Female,Manager,Logistics,,Bachelor's,,Fleet Ops Manager,"Urban Logistics, Kafka, Incoterms, Telematics, Spark, Operations Research, Inventory Management, IoT Security",1.0,5,JD_0727,"Skills: Urban Logistics, Kafka, Incoterms, Telematics, Spark, Operations Research, Inventory Management, IoT Security. Education: Bachelor's. Level: Manager. Expected Title: Fleet Ops Manager. Industry: Logistics"
REC_00677,3.0,10.0,,,8.0,Male,Junior,Retail,Zhengzhou,Bachelor's,Non-affiliated,Visual Merchandiser,"C# / Java, Communication, ERP Systems, Data Analysis, Retail Math",1.0,1,JD_1740,"Skills: C# / Java, Communication, ERP Systems, Data Analysis, Retail Math. Education: Bachelor's. Level: Junior. Expected Title: Visual Merchandiser. Industry: Retail"
REC_01262,23.0,55.0,48.0,38.1,7.0,Male,VP,Education Technology,Shanghai,Bachelor's,Non-affiliated,Adaptive Learning Dev,"System Architecture, HCI, Instructional Design, Tableau/Power BI, Python, Communication, Behavioral Psychology",1.0,7,JD_1435,"Skills: System Architecture, HCI, Instructional Design, Tableau/Power BI, Python, Communication, Behavioral Psychology. Education: Bachelor's. Level: VP. Expected Title: Adaptive Learning Dev. Industry: Education Technology"
REC_04918,11.0,20.0,33.0,43.2,9.0,Female,Senior,Media,Chengdu,Ph.D.,CPC Member,Digital Rights Manager,"Python, Broadcast Engineering, Acoustics, High Throughput, Networking",3.0,3,JD_0382,"Skills: Python, Broadcast Engineering, Acoustics, High Throughput, Networking. Education: Ph.D.. Level: Senior. Expected Title: Digital Rights Manager. Industry: Media"
REC_00013,8.0,,33.0,50.6,10.0,Male,Senior,Logistics,Chengdu,Master's,Non-affiliated,Inventory Controller,"IoT Security, Analytical Skills, Risk Assessment, Logistics Coordination, Physical Security, ERP Systems, Python, SQL",2.0,3,JD_0029,"Skills: IoT Security, Analytical Skills, Risk Assessment, Logistics Coordination, Physical Security, ERP Systems, Python, SQL. Education: Master's. Level: Senior. Expected Title: Inventory Controller. Industry: Logistics"
REC_01834,7.0,41.0,27.0,52.5,6.0,Female,Lead,Manufacturing,Hangzhou,Master's,CPC Candidate,Production Scheduler,"Kinematics, Project Management, Edge Computing, Python, System Integration, ROS",2.0,4,JD_1410,"Skills: Kinematics, Project Management, Edge Computing, Python, System Integration, ROS. Education: Master's. Level: Lead. Expected Title: Production Scheduler. Industry: Manufacturing"
REC_03249,2.0,24.9,23.0,,,Female,Mid-level,Gaming,Chongqing,Bachelor's,Non-affiliated,Anti-Cheat Engineer,"SQL, Live Operations, 3D Math, C/C++, Adobe Suite, Unity, Shader Programming",1.0,2,JD_0135,"Skills: SQL, Live Operations, 3D Math, C/C++, Adobe Suite, Unity, Shader Programming. Education: Bachelor's. Level: Mid-level. Expected Title: Anti-Cheat Engineer. Industry: Gaming"
REC_01492,6.0,24.0,35.0,44.7,6.0,Female,Mid-level,Real Estate,Zhengzhou,Master's,CPC Member,Project Controller,"Excel, Macroeconomics, Systems Integration, Valuation, Financial Modeling, Cartography, Project Controls, PropTech Market",2.0,2,JD_0895,"Skills: Excel, Macroeconomics, Systems Integration, Valuation, Financial Modeling, Cartography, Project Controls, PropTech Market. Education: Master's. Level: Mid-level. Expected Title: Project Controller. Industry: Real Estate"
REC_02728,11.0,53.0,31.0,,13.0,Female,Manager,FinTech,Hangzhou,Bachelor's,,Credit Scorer,"PCI-DSS, Python, Regulatory Compliance, C++, Financial Modeling, Excel, Solidity, Market Microstructure",1.0,5,JD_1155,"Skills: PCI-DSS, Python, Regulatory Compliance, C++, Financial Modeling, Excel, Solidity, Market Microstructure. Education: Bachelor's. Level: Manager. Expected Title: Credit Scorer. Industry: FinTech"
REC_03687,6.0,25.0,35.0,43.0,,Female,Senior,Education Technology,Guangzhou,Bachelor's,CPC Candidate,Instructional Designer,"Tableau/Power BI, Scheduling Algorithms, Roadmapping, Game Design, Pedagogy, Communication",1.0,3,JD_0881,"Skills: Tableau/Power BI, Scheduling Algorithms, Roadmapping, Game Design, Pedagogy, Communication. Education: Bachelor's. Level: Senior. Expected Title: Instructional Designer. Industry: Education Technology"
REC_01425,12.0,30.0,39.0,37.0,6.0,Male,Senior,Logistics,Guangzhou,Ph.D.,Non-affiliated,International Trade Comp,"Operations Research, OR-Tools, Auditing, Analytical Skills, HTS Classification, Spark, Process Optimization",3.0,3,JD_0131,"Skills: Operations Research, OR-Tools, Auditing, Analytical Skills, HTS Classification, Spark, Process Optimization. Education: Ph.D.. Level: Senior. Expected Title: International Trade Comp. Industry: Logistics"
REC_04606,1.0,14.0,27.0,44.4,6.0,Male,Junior,Gaming,Xi'an,Bachelor's,CPC Member,Anti-Cheat Developer,"NLP, Cybersecurity, C#, Shader Programming, Adobe Suite",1.0,1,JD_1441,"Skills: NLP, Cybersecurity, C#, Shader Programming, Adobe Suite. Education: Bachelor's. Level: Junior. Expected Title: Anti-Cheat Developer. Industry: Gaming"
REC_04596,3.0,9.0,30.0,39.3,7.0,Female,Junior,Logistics,Changsha,Bachelor's,Non-affiliated,Delivery Last-Mile Spec,"Incoterms, EDI, Fleet Management, IoT Platforms, Telematics, Physical Security",1.0,1,JD_0040,"Skills: Incoterms, EDI, Fleet Management, IoT Platforms, Telematics, Physical Security. Education: Bachelor's. Level: Junior. Expected Title: Delivery Last-Mile Spec. Industry: Logistics"
REC_00732,4.0,25.0,31.0,42.2,11.0,Female,Mid-level,E-Commerce,Tianjin,Ph.D.,Non-affiliated,Growth Hacker,"C++, Learning to Rank, Warehouse Management Systems, Journey Mapping, Python, Copywriting",3.0,2,JD_0353,"Skills: C++, Learning to Rank, Warehouse Management Systems, Journey Mapping, Python, Copywriting. Education: Ph.D.. Level: Mid-level. Expected Title: Growth Hacker. Industry: E-Commerce"
REC_01232,4.0,25.0,33.0,45.3,8.0,Male,Mid-level,Education Technology,Guangzhou,Bachelor's,CPC Member,Curriculum Data Scientist,"R, Survey Design, Educational Data Mining, Algorithm Design, Data Analysis, API Development, Product Management",1.0,2,JD_1928,"Skills: R, Survey Design, Educational Data Mining, Algorithm Design, Data Analysis, API Development, Product Management. Education: Bachelor's. Level: Mid-level. Expected Title: Curriculum Data Scientist. Industry: Education Technology"
REC_01635,6.0,20.0,33.0,51.5,2.0,Male,Mid-level,Gaming,Wuhan,Bachelor's,CPC Member,Gameplay Programmer,"DirectX/Vulkan, Game Theory, Reverse Engineering, Economy Modeling, Scripting (Lua/Python), A/B Testing",1.0,2,JD_0276,"Skills: DirectX/Vulkan, Game Theory, Reverse Engineering, Economy Modeling, Scripting (Lua/Python), A/B Testing. Education: Bachelor's. Level: Mid-level. Expected Title: Gameplay Programmer. Industry: Gaming"
REC_03937,6.0,15.0,29.0,33.4,6.0,Female,Mid-level,Gaming,Beijing,Master's,Democratic Party Member,Graphics Engine Dev,"SQL, Cybersecurity, Logic Design, Data Analysis, Excel, Economy Modeling, Figma, Psychometrics",2.0,2,JD_1016,"Skills: SQL, Cybersecurity, Logic Design, Data Analysis, Excel, Economy Modeling, Figma, Psychometrics. Education: Master's. Level: Mid-level. Expected Title: Graphics Engine Dev. Industry: Gaming"
REC_01211,12.0,35.0,35.0,42.5,6.0,Male,Senior,Gaming,Beijing,Master's,Non-affiliated,Programmer Gameplay,"Live Operations, NLP, C/C++, DirectX/Vulkan, Machine Learning, C#, Monetization Strategy, Data Visualization",2.0,3,JD_0258,"Skills: Live Operations, NLP, C/C++, DirectX/Vulkan, Machine Learning, C#, Monetization Strategy, Data Visualization. Education: Master's. Level: Senior. Expected Title: Programmer Gameplay. Industry: Gaming"
REC_03269,,25.0,26.0,41.6,11.0,Male,Mid-level,E-Commerce,,Bachelor's,Non-affiliated,Catalog Manager,"SEO/SEM, Journey Mapping, C++, UX Research, Excel, ROS",1.0,2,JD_0015,"Skills: SEO/SEM, Journey Mapping, C++, UX Research, Excel, ROS. Education: Bachelor's. Level: Mid-level. Expected Title: Catalog Manager. Industry: E-Commerce"
REC_01935,0.0,15.0,26.0,34.3,12.0,Female,Junior,Manufacturing,Nanjing,Master's,Non-affiliated,Robotics Programmer,"System Integration, Production Planning, IoT Architecture, Lean Manufacturing, Reliability Engineering",2.0,1,JD_0205,"Skills: System Integration, Production Planning, IoT Architecture, Lean Manufacturing, Reliability Engineering. Education: Master's. Level: Junior. Expected Title: Robotics Programmer. Industry: Manufacturing"
REC_00554,7.0,24.4,32.0,43.2,5.0,Female,Mid-level,Retail,Chengdu,Bachelor's,,Inv Optimization Lead,"Data Entry, Strategy Development, Python, Vendor Management, Physical Security, Database Management",1.0,2,JD_0242,"Skills: Data Entry, Strategy Development, Python, Vendor Management, Physical Security, Database Management. Education: Bachelor's. Level: Mid-level. Expected Title: Inv Optimization Lead. Industry: Retail"
REC_00492,0.0,17.0,26.0,43.3,6.0,Male,Junior,Retail,Shenzhen,Bachelor's,CPC Member,Loss Prevention Spec,"Inventory Planning, Networking, Supply Chain, Excel, Qualitative Research, ERP Systems, Negotiation, API Integration",1.0,1,JD_0000,"Skills: Inventory Planning, Networking, Supply Chain, Excel, Qualitative Research, ERP Systems, Negotiation, API Integration. Education: Bachelor's. Level: Junior. Expected Title: Loss Prevention Spec. Industry: Retail"
REC_02963,1.0,15.0,21.0,38.9,7.0,Male,Junior,Manufacturing,Wuhan,High School,CPC Member,Robotics Programmer,"SPC, Automation, Six Sigma, Minitab, Consulting, C++",0.0,1,JD_1911,"Skills: SPC, Automation, Six Sigma, Minitab, Consulting, C++. Education: High School. Level: Junior. Expected Title: Robotics Programmer. Industry: Manufacturing"
REC_02330,7.0,22.0,31.0,44.3,12.0,Female,Mid-level,Media,Zhengzhou,High School,Non-affiliated,AdTech Systems Arch,"Python, Marketing, Broadcast Engineering, Recommendation Systems, Wwise/FMOD, Troubleshooting",0.0,2,JD_0650,"Skills: Python, Marketing, Broadcast Engineering, Recommendation Systems, Wwise/FMOD, Troubleshooting. Education: High School. Level: Mid-level. Expected Title: AdTech Systems Arch. Industry: Media"
REC_02196,10.0,26.0,35.0,41.5,,Female,Lead,Education Technology,Suzhou,Bachelor's,Non-affiliated,Data Curriculum Scientist,"Operations Management, Behavioral Psychology, UI/UX Design, Training, R, Qualitative Research",1.0,4,JD_0715,"Skills: Operations Management, Behavioral Psychology, UI/UX Design, Training, R, Qualitative Research. Education: Bachelor's. Level: Lead. Expected Title: Data Curriculum Scientist. Industry: Education Technology"
REC_03065,3.0,25.0,28.0,,11.0,Male,Mid-level,Logistics,Shenzhen,,Democratic Party Member,IoT Telemetry Analyst,"Python, Kafka, Operations Research, Supply Chain Law, WMS (Manhattan/Blue Yonder), Physical Security",,2,JD_0541,"Skills: Python, Kafka, Operations Research, Supply Chain Law, WMS (Manhattan/Blue Yonder), Physical Security. Education: . Level: Mid-level. Expected Title: IoT Telemetry Analyst. Industry: Logistics"
REC_00658,2.0,15.0,27.0,43.1,11.0,Female,Junior,Media,Shenzhen,Ph.D.,Democratic Party Member,Social Strategist,"C++, Predictive Modeling, Copywriting, Python, Agile/Scrum",3.0,1,JD_1173,"Skills: C++, Predictive Modeling, Copywriting, Python, Agile/Scrum. Education: Ph.D.. Level: Junior. Expected Title: Social Strategist. Industry: Media"
REC_02375,5.0,35.0,33.0,46.2,7.0,Male,Senior,Education Technology,Chengdu,Bachelor's,Non-affiliated,Online Tutor Coordinator,"Usability Testing, R, Behavioral Psychology, Psychometrics, Instructional Design, Text Mining, Predictive Modeling, LTI Standards",1.0,3,JD_0976,"Skills: Usability Testing, R, Behavioral Psychology, Psychometrics, Instructional Design, Text Mining, Predictive Modeling, LTI Standards. Education: Bachelor's. Level: Senior. Expected Title: Online Tutor Coordinator. Industry: Education Technology"
REC_02226,9.0,39.0,35.0,42.6,12.0,Male,Senior,Gaming,Wuhan,Master's,Non-affiliated,Narrative Technical,"Live Operations, DirectX/Vulkan, Monetization Strategy, A/B Testing, Python, Assembly, Cybersecurity",2.0,3,JD_0253,"Skills: Live Operations, DirectX/Vulkan, Monetization Strategy, A/B Testing, Python, Assembly, Cybersecurity. Education: Master's. Level: Senior. Expected Title: Narrative Technical. Industry: Gaming"
REC_04265,14.0,29.0,35.0,45.1,8.0,Male,Lead,Logistics,Hangzhou,High School,Non-affiliated,Supply Chain Security,"Excel, EDI, Optimization Algorithms, ERP Systems, Statistical Modeling, Operations Research",0.0,4,JD_0533,"Skills: Excel, EDI, Optimization Algorithms, ERP Systems, Statistical Modeling, Operations Research. Education: High School. Level: Lead. Expected Title: Supply Chain Security. Industry: Logistics"
REC_01171,2.0,15.0,26.0,41.9,7.0,Male,Mid-level,FinTech,Suzhou,Bachelor's,,Officer Compliance,"R, SQL, Go, NetworkX, Java, Stochastic Calculus, Ethereum, Risk Assessment",1.0,2,JD_0303,"Skills: R, SQL, Go, NetworkX, Java, Stochastic Calculus, Ethereum, Risk Assessment. Education: Bachelor's. Level: Mid-level. Expected Title: Officer Compliance. Industry: FinTech"
REC_00133,10.0,,32.0,43.0,11.0,Female,Senior,Education Technology,Chongqing,Bachelor's,,EdTech Product Manager,"Educational Data Mining, Algorithm Design, Pedagogy, A/B Testing, Curriculum Development, Scheduling Algorithms, Predictive Modeling",1.0,3,JD_0066,"Skills: Educational Data Mining, Algorithm Design, Pedagogy, A/B Testing, Curriculum Development, Scheduling Algorithms, Predictive Modeling. Education: Bachelor's. Level: Senior. Expected Title: EdTech Product Manager. Industry: Education Technology"
REC_00472,2.0,28.0,29.0,38.0,13.0,Female,Mid-level,Energy,Suzhou,Ph.D.,Non-affiliated,Reservoir Engineer,"MATLAB/Simulink, Time Series Analysis, Decline Curve Analysis, Data Analysis, Financial Modeling, Research, ESG Reporting",3.0,2,JD_1027,"Skills: MATLAB/Simulink, Time Series Analysis, Decline Curve Analysis, Data Analysis, Financial Modeling, Research, ESG Reporting. Education: Ph.D.. Level: Mid-level. Expected Title: Reservoir Engineer. Industry: Energy"
REC_03226,1.0,6.0,27.0,44.3,8.0,Female,Intern,Education Technology,Beijing,Master's,CPC Member,Expert Gamification,"UI/UX Design, SQL, Usability Testing, Predictive Modeling, User Research, Curriculum Development",2.0,0,JD_1939,"Skills: UI/UX Design, SQL, Usability Testing, Predictive Modeling, User Research, Curriculum Development. Education: Master's. Level: Intern. Expected Title: Expert Gamification. Industry: Education Technology"
REC_01406,,50.0,37.0,40.2,8.0,Male,Lead,Retail,Chengdu,Master's,CPC Member,Strategist Omnichannel,"Category Management, C# / Java, CRM Systems (Salesforce), Vendor Management, API Integration, Pricing Strategy",2.0,4,JD_0086,"Skills: Category Management, C# / Java, CRM Systems (Salesforce), Vendor Management, API Integration, Pricing Strategy. Education: Master's. Level: Lead. Expected Title: Strategist Omnichannel. Industry: Retail"
REC_02877,15.0,41.0,38.0,,5.0,Female,Director,Education Technology,Hangzhou,Bachelor's,Non-affiliated,Student Success Analyst,"Instructional Design, Cloud Computing, Cognitive Science, Experimental Design, Training",1.0,6,JD_1906,"Skills: Instructional Design, Cloud Computing, Cognitive Science, Experimental Design, Training. Education: Bachelor's. Level: Director. Expected Title: Student Success Analyst. Industry: Education Technology"
REC_04505,1.0,5.0,27.0,47.3,9.0,Male,Intern,E-Commerce,Xi'an,Master's,Non-affiliated,LTV Analyst,"UX Strategy, Data Analysis, UX Research, A/B Testing, ERP Systems, Warehouse Management Systems, Vector Databases",2.0,0,JD_1556,"Skills: UX Strategy, Data Analysis, UX Research, A/B Testing, ERP Systems, Warehouse Management Systems, Vector Databases. Education: Master's. Level: Intern. Expected Title: LTV Analyst. Industry: E-Commerce"
REC_04693,,18.0,28.0,42.2,11.0,Male,Junior,Logistics,Xi'an,Bachelor's,Non-affiliated,Warehouse Sys Analyst,"Kafka, Risk Assessment, Vendor Management, S&OP Process, Analytical Skills, Supply Chain Management",1.0,1,JD_1593,"Skills: Kafka, Risk Assessment, Vendor Management, S&OP Process, Analytical Skills, Supply Chain Management. Education: Bachelor's. Level: Junior. Expected Title: Warehouse Sys Analyst. Industry: Logistics"
